Timestamp,MON1 CL DDM (?A),MON1 CL RF (dB),MON1 DS DDM (?A),MON1 DS RF (dB),MON1 NF DDM (?A),MON1 NF RF (dB),MON1 CLR DDM (?A),MON1 CLR RF (dB)
2022-02-11 09:55:05,0.00,3.13,-1.45,3.13,-12.73,3.16,-1.45,3.11
2022-02-11 10:00:06,0.00,3.13,-1.74,3.13,-13.02,3.16,-1.45,3.11
2022-02-11 10:05:06,0.00,3.13,-1.45,3.13,-13.02,3.16,-1.45,3.12
2022-02-11 10:10:06,0.00,3.13,-1.45,3.13,-13.02,3.16,-1.45,3.12
2022-02-11 10:15:07,0.00,3.13,-1.74,3.13,-12.73,3.16,-1.74,3.12
2022-02-11 10:20:07,0.00,3.13,-1.45,3.13,-12.73,3.16,-1.45,3.11
2022-02-11 10:25:08,0.00,3.13,-1.45,3.13,-13.02,3.16,-1.45,3.11
2022-02-11 10:30:07,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 10:35:08,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 10:40:08,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 10:45:09,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 10:50:09,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 10:55:09,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 11:00:10,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 11:05:10,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 11:10:10,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 11:15:11,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 11:20:11,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 11:25:12,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 11:30:12,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 11:35:13,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 11:40:13,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
2022-02-11 11:45:14,0.00,0.01,-74.91,0.01,0.00,-0.00,-317.86,0.01
