Timestamp,MON1 CL DDM (ｵA),MON1 CL RF (dB),MON1 DS DDM (ｵA),MON1 DS RF (dB),MON1 NF DDM (ｵA),MON1 NF RF (dB),MON1 CLR DDM (ｵA),MON1 CLR RF (dB)
2022-02-17 22:55:34,2.89,0.33,1.16,0.30,0.58,0.08,2.89,0.33
2022-02-17 23:00:34,2.89,0.33,1.16,0.30,0.58,0.08,3.18,0.33
2022-02-17 23:05:35,2.89,0.32,1.45,0.30,0.58,0.08,3.18,0.33
2022-02-17 23:10:35,2.89,0.33,1.16,0.30,0.58,0.08,3.18,0.33
2022-02-17 23:15:35,2.89,0.33,1.16,0.30,0.58,0.08,3.18,0.33
2022-02-17 23:20:36,2.89,0.33,1.16,0.31,0.58,0.08,2.89,0.34
2022-02-17 23:25:36,2.89,0.33,1.16,0.30,0.58,0.08,2.89,0.34
2022-02-17 23:30:37,2.89,0.33,1.16,0.31,0.58,0.08,3.18,0.33
2022-02-17 23:35:38,2.89,0.33,1.16,0.31,0.87,0.08,3.18,0.34
2022-02-17 23:40:38,3.18,0.33,1.16,0.31,0.87,0.08,2.89,0.34
2022-02-17 23:45:38,2.89,0.33,1.16,0.31,0.87,0.08,3.18,0.34
2022-02-17 23:50:39,2.89,0.33,1.16,0.30,0.58,0.08,3.18,0.33
2022-02-17 23:55:39,2.89,0.33,1.16,0.30,0.87,0.08,3.18,0.33
2022-02-18 00:00:39,2.89,0.32,1.45,0.30,0.87,0.08,3.18,0.33
2022-02-18 00:05:40,2.89,0.33,1.16,0.30,0.87,0.08,3.18,0.33
2022-02-18 00:10:40,2.89,0.33,1.16,0.30,0.87,0.08,3.18,0.34
2022-02-18 00:15:41,2.89,0.33,1.16,0.30,0.87,0.08,2.89,0.34
2022-02-18 00:20:41,2.89,0.33,1.16,0.30,0.87,0.08,2.89,0.34
2022-02-18 00:25:42,2.89,0.33,1.16,0.30,0.87,0.08,3.18,0.34
2022-02-18 00:30:42,3.18,0.33,1.16,0.30,0.87,0.08,3.18,0.34
2022-02-18 00:35:43,2.89,0.33,1.16,0.30,0.87,0.08,3.18,0.34
2022-02-18 00:40:43,2.89,0.33,0.87,0.30,0.87,0.08,2.89,0.34
2022-02-18 00:45:44,2.89,0.33,1.16,0.30,0.87,0.07,2.89,0.34
2022-02-18 00:50:44,2.89,0.33,1.16,0.30,0.87,0.07,3.18,0.34
2022-02-18 00:55:45,2.89,0.32,1.16,0.30,0.87,0.07,3.18,0.33
2022-02-18 01:00:45,3.18,0.32,1.16,0.30,1.16,0.07,2.89,0.34
2022-02-18 01:05:45,2.89,0.32,1.16,0.30,0.87,0.07,3.18,0.34
2022-02-18 01:10:45,2.89,0.32,1.16,0.30,1.16,0.07,3.18,0.33
2022-02-18 01:15:46,2.89,0.32,1.16,0.29,1.16,0.07,3.18,0.33
2022-02-18 01:20:46,3.18,0.32,1.16,0.29,1.16,0.07,3.18,0.33
2022-02-18 01:25:46,2.89,0.32,1.16,0.29,1.16,0.07,3.18,0.33
2022-02-18 01:30:47,2.89,0.32,1.16,0.29,1.16,0.07,3.18,0.33
2022-02-18 01:35:48,2.89,0.32,1.45,0.29,1.16,0.06,3.18,0.33
2022-02-18 01:40:48,2.89,0.32,1.16,0.29,1.16,0.06,3.18,0.33
2022-02-18 01:45:48,2.89,0.32,1.16,0.29,1.16,0.06,3.18,0.33
2022-02-18 01:50:48,2.89,0.32,1.16,0.29,0.87,0.07,3.18,0.33
2022-02-18 01:55:49,2.89,0.32,1.16,0.29,0.87,0.07,3.18,0.33
2022-02-18 02:00:49,2.89,0.32,1.16,0.29,1.16,0.07,3.18,0.33
2022-02-18 02:05:49,2.89,0.32,1.16,0.29,1.16,0.07,3.18,0.33
2022-02-18 02:10:50,2.89,0.32,1.45,0.30,1.16,0.07,3.18,0.34
2022-02-18 02:15:50,2.89,0.32,1.45,0.29,1.16,0.07,3.18,0.34
2022-02-18 02:20:50,3.18,0.32,1.16,0.30,1.16,0.07,3.18,0.34
2022-02-18 02:25:50,2.89,0.32,1.16,0.30,1.16,0.07,3.18,0.34
2022-02-18 02:30:51,2.89,0.32,1.16,0.30,1.16,0.07,3.47,0.34
2022-02-18 02:35:51,2.60,0.32,1.45,0.30,0.87,0.07,3.18,0.34
2022-02-18 02:40:51,2.89,0.32,1.16,0.30,1.16,0.07,3.18,0.34
2022-02-18 02:45:51,2.89,0.32,1.16,0.30,1.16,0.07,3.18,0.34
2022-02-18 02:50:52,2.89,0.32,1.45,0.30,1.16,0.06,3.18,0.34
2022-02-18 02:55:52,2.89,0.32,0.87,0.30,1.16,0.07,3.18,0.34
2022-02-18 03:00:53,2.89,0.32,1.16,0.30,1.16,0.07,3.18,0.34
2022-02-18 03:05:53,2.89,0.32,1.16,0.30,1.16,0.06,3.47,0.34
2022-02-18 03:10:53,2.89,0.32,1.16,0.30,1.16,0.06,3.18,0.34
2022-02-18 03:15:54,2.89,0.32,1.45,0.30,1.16,0.06,3.18,0.34
2022-02-18 03:20:54,2.89,0.32,1.16,0.30,1.16,0.06,3.18,0.34
2022-02-18 03:25:54,2.89,0.32,1.45,0.30,1.16,0.06,3.18,0.34
2022-02-18 03:30:54,2.89,0.33,1.16,0.30,1.16,0.06,3.18,0.34
2022-02-18 03:35:55,2.89,0.32,1.16,0.30,1.16,0.05,3.18,0.34
2022-02-18 03:40:55,2.89,0.32,1.16,0.30,1.16,0.06,3.18,0.34
2022-02-18 03:45:55,2.89,0.32,1.16,0.30,1.45,0.06,3.18,0.34
2022-02-18 03:50:56,2.89,0.32,1.16,0.30,1.16,0.06,3.18,0.34
2022-02-18 03:55:56,2.89,0.32,1.16,0.30,1.16,0.05,3.18,0.34
2022-02-18 04:00:56,2.60,0.32,1.45,0.30,1.16,0.06,3.18,0.34
2022-02-18 04:05:57,2.89,0.32,1.16,0.30,1.45,0.06,3.18,0.34
2022-02-18 04:10:57,2.89,0.33,1.16,0.30,1.16,0.05,3.18,0.34
2022-02-18 04:15:58,2.60,0.32,1.45,0.30,1.16,0.05,3.18,0.34
2022-02-18 04:20:58,2.89,0.33,1.16,0.30,1.16,0.05,3.18,0.34
2022-02-18 04:25:58,2.89,0.33,1.16,0.30,1.16,0.05,3.18,0.34
2022-02-18 04:30:59,2.89,0.33,1.16,0.30,1.16,0.05,2.89,0.34
2022-02-18 04:35:59,2.89,0.33,1.45,0.30,1.45,0.05,3.18,0.34
2022-02-18 04:41:00,2.89,0.33,1.16,0.30,1.45,0.05,3.47,0.34
2022-02-18 04:45:59,2.89,0.33,1.45,0.30,1.45,0.05,3.18,0.34
2022-02-18 04:50:59,2.89,0.33,1.45,0.30,1.45,0.05,3.18,0.34
2022-02-18 04:56:00,2.89,0.33,1.16,0.30,1.45,0.05,3.18,0.34
2022-02-18 05:01:00,2.89,0.32,1.16,0.30,1.16,0.05,3.18,0.34
2022-02-18 05:06:00,3.18,0.32,0.87,0.30,1.16,0.05,3.18,0.34
2022-02-18 05:11:01,3.18,0.33,1.16,0.30,1.16,0.05,3.18,0.34
2022-02-18 05:16:01,2.89,0.33,1.16,0.30,1.16,0.05,2.89,0.34
2022-02-18 05:21:02,2.89,0.33,1.16,0.30,1.16,0.05,3.18,0.34
2022-02-18 05:26:02,2.89,0.33,1.16,0.30,1.45,0.05,3.18,0.34
2022-02-18 05:31:03,2.89,0.33,1.16,0.30,1.16,0.05,3.18,0.34
2022-02-18 05:36:03,2.89,0.33,1.16,0.30,1.45,0.05,3.18,0.34
2022-02-18 05:41:03,2.89,0.33,1.16,0.30,1.16,0.05,3.18,0.34
2022-02-18 05:46:04,2.89,0.33,1.16,0.30,1.16,0.05,3.18,0.34
2022-02-18 05:51:05,2.89,0.33,1.16,0.30,1.16,0.05,3.18,0.34
2022-02-18 05:56:05,2.89,0.33,1.16,0.31,1.16,0.05,3.18,0.34
2022-02-18 06:01:05,2.89,0.33,1.16,0.30,1.45,0.05,3.18,0.35
2022-02-18 06:06:06,2.89,0.33,1.16,0.31,1.45,0.05,3.18,0.35
2022-02-18 06:11:06,2.89,0.33,1.16,0.31,1.45,0.05,3.18,0.35
2022-02-18 06:16:06,2.89,0.33,1.45,0.30,1.16,0.05,3.18,0.35
2022-02-18 06:21:06,2.89,0.33,1.45,0.31,1.45,0.05,3.18,0.35
2022-02-18 06:26:06,2.89,0.33,1.16,0.31,1.16,0.05,3.18,0.35
2022-02-18 06:31:07,2.89,0.33,1.16,0.31,1.45,0.05,3.18,0.35
2022-02-18 06:36:07,2.89,0.33,1.16,0.31,1.45,0.05,3.18,0.35
2022-02-18 06:41:07,2.89,0.33,1.16,0.31,1.45,0.05,3.18,0.35
2022-02-18 06:46:07,2.89,0.33,1.16,0.31,1.45,0.04,3.18,0.35
2022-02-18 06:51:08,2.89,0.33,1.16,0.31,1.45,0.04,2.89,0.35
2022-02-18 06:56:08,2.89,0.33,1.16,0.31,1.45,0.04,3.18,0.35
2022-02-18 07:01:09,2.89,0.33,1.45,0.31,1.45,0.05,3.18,0.35
2022-02-18 07:06:10,2.89,0.33,1.16,0.31,1.45,0.04,3.18,0.35
2022-02-18 07:11:10,2.89,0.33,0.87,0.31,1.45,0.04,3.18,0.35
2022-02-18 07:16:10,2.89,0.33,1.16,0.31,1.45,0.03,3.18,0.35
2022-02-18 07:21:10,2.89,0.33,1.16,0.30,1.45,0.03,2.89,0.35
2022-02-18 07:26:10,2.89,0.33,1.16,0.31,1.45,0.03,2.89,0.35
2022-02-18 07:31:10,2.89,0.33,1.16,0.31,1.45,0.03,2.89,0.35
2022-02-18 07:36:11,2.89,0.33,1.45,0.30,1.45,0.03,3.18,0.35
2022-02-18 07:41:11,2.89,0.33,1.16,0.30,1.45,0.03,3.18,0.35
2022-02-18 07:46:11,2.89,0.33,1.16,0.30,1.45,0.03,3.18,0.35
2022-02-18 07:51:11,2.89,0.33,1.16,0.30,1.45,0.03,3.18,0.34
2022-02-18 07:56:12,2.89,0.32,1.16,0.30,1.45,0.03,3.18,0.34
2022-02-18 08:01:12,2.89,0.32,1.16,0.30,1.45,0.02,3.18,0.34
2022-02-18 08:06:13,2.89,0.32,1.45,0.29,1.45,0.02,3.18,0.34
2022-02-18 08:11:13,2.89,0.32,1.16,0.29,1.16,0.02,3.18,0.34
2022-02-18 08:16:13,2.89,0.32,1.45,0.29,1.45,0.02,3.18,0.34
2022-02-18 08:21:13,2.89,0.32,1.16,0.29,1.16,0.02,3.18,0.34
2022-02-18 08:26:14,2.89,0.32,1.16,0.29,0.87,0.02,3.18,0.34
2022-02-18 08:31:14,2.89,0.32,1.45,0.29,0.87,0.02,3.18,0.34
2022-02-18 08:36:14,2.89,0.32,1.45,0.29,1.16,0.03,3.18,0.34
2022-02-18 08:41:15,2.89,0.32,1.16,0.29,0.87,0.03,3.47,0.34
2022-02-18 08:46:15,2.89,0.32,1.16,0.29,0.58,0.03,3.18,0.33
2022-02-18 08:51:15,3.18,0.31,1.45,0.29,0.58,0.03,3.18,0.33
2022-02-18 08:56:16,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 09:01:16,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 09:06:16,2.89,0.31,1.45,0.28,0.00,0.03,3.47,0.33
2022-02-18 09:11:17,3.18,0.32,0.87,0.29,0.00,0.05,3.18,0.34
2022-02-18 09:16:17,3.18,0.32,1.16,0.29,0.00,0.06,3.18,0.33
2022-02-18 09:21:18,3.18,0.32,1.45,0.29,0.00,0.06,3.47,0.33
2022-02-18 09:26:18,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 09:31:18,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 09:36:18,0.00,-39.90,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 09:41:18,2.89,0.31,1.16,0.28,-0.29,0.08,3.47,0.33
2022-02-18 09:46:19,2.89,0.31,1.16,0.28,-0.29,0.08,3.47,0.32
2022-02-18 09:51:19,3.18,0.31,1.16,0.28,-0.29,0.08,3.47,0.32
2022-02-18 09:56:20,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 10:01:20,0.29,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 10:06:20,0.00,-39.90,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 10:11:21,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 10:16:22,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 10:21:22,2.89,0.31,1.16,0.28,-0.58,0.11,3.76,0.32
2022-02-18 10:26:23,3.18,0.31,1.16,0.28,-0.29,0.11,3.76,0.32
2022-02-18 10:31:23,3.18,0.31,1.16,0.28,-0.29,0.11,4.05,0.31
2022-02-18 10:36:24,2.89,0.30,1.45,0.27,-0.29,0.10,4.05,0.31
2022-02-18 10:41:24,2.89,0.29,1.16,0.26,-0.29,0.10,4.05,0.31
2022-02-18 10:46:25,3.18,0.29,1.45,0.26,0.00,0.10,4.05,0.31
2022-02-18 10:51:25,2.89,0.29,1.45,0.26,-0.29,0.10,4.05,0.30
2022-02-18 10:56:25,3.18,0.29,1.16,0.26,0.00,0.10,4.05,0.30
2022-02-18 11:01:26,2.89,0.29,1.45,0.26,0.00,0.10,4.05,0.30
2022-02-18 11:06:26,3.18,0.29,1.16,0.26,0.00,0.10,4.05,0.29
2022-02-18 11:11:26,3.18,0.29,1.45,0.26,0.00,0.09,4.05,0.30
2022-02-18 11:16:26,2.89,0.29,1.16,0.26,-0.29,0.09,4.05,0.29
2022-02-18 11:21:26,3.18,0.29,1.16,0.26,0.00,0.09,4.05,0.29
2022-02-18 11:26:26,2.89,0.29,1.45,0.26,0.00,0.10,4.05,0.29
2022-02-18 11:31:27,2.89,0.29,1.45,0.26,-0.29,0.09,4.05,0.29
2022-02-18 11:36:26,2.89,0.29,1.45,0.26,-0.29,0.09,4.05,0.29
2022-02-18 11:41:27,2.89,0.29,1.45,0.26,-0.29,0.09,4.05,0.29
2022-02-18 11:46:27,2.89,0.29,1.45,0.26,-0.29,0.09,4.05,0.29
2022-02-18 11:51:27,2.89,0.29,1.45,0.26,-0.29,0.10,4.05,0.29
2022-02-18 11:56:28,2.89,0.29,1.45,0.26,-0.29,0.10,4.05,0.29
2022-02-18 12:01:28,3.18,0.29,1.74,0.26,0.00,0.10,3.76,0.29
2022-02-18 12:06:28,2.89,0.29,1.45,0.26,-0.29,0.10,3.76,0.29
2022-02-18 12:11:28,3.18,0.29,1.16,0.26,-0.29,0.10,3.76,0.29
2022-02-18 12:16:28,2.89,0.29,1.45,0.26,0.00,0.10,3.76,0.30
2022-02-18 12:21:28,3.18,0.29,1.45,0.26,-0.29,0.10,3.76,0.30
2022-02-18 12:26:28,2.89,0.29,1.45,0.26,-0.29,0.10,3.76,0.30
2022-02-18 12:31:28,2.89,0.29,1.45,0.26,-0.29,0.10,4.05,0.30
2022-02-18 12:36:29,2.89,0.29,1.45,0.26,-0.29,0.10,3.76,0.30
2022-02-18 12:41:29,2.89,0.29,1.45,0.26,-0.29,0.10,3.76,0.30
2022-02-18 12:46:29,2.89,0.29,1.45,0.26,-0.29,0.10,3.76,0.30
2022-02-18 12:51:30,2.89,0.29,1.45,0.26,-0.29,0.10,3.76,0.29
2022-02-18 12:56:30,2.89,0.29,1.45,0.26,-0.29,0.10,3.76,0.30
2022-02-18 13:01:30,2.89,0.29,1.45,0.26,-0.29,0.10,3.76,0.29
2022-02-18 13:06:31,2.89,0.29,1.45,0.26,-0.29,0.10,3.76,0.29
2022-02-18 13:11:31,2.89,0.29,1.45,0.26,-0.29,0.10,3.76,0.30
2022-02-18 13:16:31,2.89,0.29,1.16,0.26,-0.29,0.10,3.76,0.29
2022-02-18 13:21:32,2.89,0.29,1.45,0.26,-0.29,0.10,3.76,0.29
2022-02-18 13:26:32,2.89,0.29,1.45,0.26,-0.29,0.10,3.76,0.30
2022-02-18 13:31:32,2.89,0.29,1.16,0.26,-0.29,0.10,3.76,0.29
2022-02-18 13:36:33,2.89,0.29,1.16,0.26,-0.29,0.10,3.76,0.30
2022-02-18 13:41:33,2.89,0.29,1.16,0.26,-0.29,0.10,3.76,0.30
2022-02-18 13:46:33,0.00,-39.90,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 13:51:33,0.00,-39.90,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 13:56:33,2.89,0.29,1.45,0.26,-0.58,0.10,3.76,0.31
2022-02-18 14:01:34,2.89,0.30,1.45,0.28,-0.58,0.11,3.76,0.31
2022-02-18 14:06:34,2.89,0.30,1.16,0.28,-0.29,0.11,3.76,0.31
2022-02-18 14:11:35,2.89,0.30,1.45,0.27,-0.58,0.11,3.76,0.31
2022-02-18 14:16:35,2.89,0.30,1.45,0.27,-0.29,0.11,3.76,0.31
2022-02-18 14:21:35,2.89,0.30,1.45,0.27,-0.29,0.11,3.76,0.31
2022-02-18 14:26:35,2.89,0.30,1.45,0.27,-0.29,0.11,3.76,0.31
2022-02-18 14:31:35,2.89,0.30,1.45,0.27,-0.29,0.11,3.76,0.31
2022-02-18 14:36:35,2.89,0.30,1.45,0.27,-0.29,0.11,3.76,0.31
2022-02-18 14:41:35,2.89,0.30,1.45,0.27,-0.29,0.11,3.76,0.31
2022-02-18 14:46:36,2.89,0.30,1.45,0.27,-0.29,0.11,3.76,0.31
2022-02-18 14:51:36,2.89,0.30,1.45,0.27,-0.29,0.11,3.76,0.31
2022-02-18 14:56:37,2.89,0.30,1.16,0.27,-0.58,0.11,3.76,0.31
2022-02-18 15:01:37,2.89,0.30,1.45,0.27,-0.29,0.11,3.76,0.31
2022-02-18 15:06:38,2.89,0.30,1.45,0.27,-0.29,0.11,3.76,0.31
2022-02-18 15:11:39,2.89,0.30,1.74,0.27,-0.29,0.11,3.76,0.31
2022-02-18 15:16:39,2.89,0.30,1.45,0.27,-0.29,0.11,3.76,0.31
2022-02-18 15:21:39,2.89,0.30,1.45,0.27,-0.58,0.11,3.76,0.31
2022-02-18 15:26:40,2.89,0.30,1.45,0.28,-0.29,0.11,3.76,0.31
2022-02-18 15:31:40,2.89,0.30,1.16,0.27,-0.29,0.11,3.76,0.31
2022-02-18 15:36:41,2.89,0.30,1.45,0.27,-0.29,0.11,3.76,0.31
2022-02-18 15:41:41,2.89,0.31,1.45,0.28,-0.29,0.11,3.47,0.31
2022-02-18 15:46:41,2.89,0.32,1.16,0.29,-0.58,0.13,3.18,0.32
2022-02-18 15:51:42,2.89,0.31,1.45,0.29,-0.87,0.14,2.89,0.33
2022-02-18 15:56:42,3.18,0.32,1.16,0.29,-0.58,0.13,2.89,0.34
2022-02-18 16:01:42,3.18,0.32,1.16,0.29,-0.58,0.13,2.89,0.34
2022-02-18 16:06:43,3.18,0.32,1.45,0.29,-0.87,0.12,2.89,0.34
2022-02-18 16:11:43,2.60,0.37,1.16,0.34,-1.74,0.17,2.89,0.35
2022-02-18 16:16:43,2.89,0.35,1.74,0.31,-1.45,0.12,4.05,0.34
2022-02-18 16:21:44,3.18,0.33,2.02,0.29,-1.45,0.10,4.63,0.32
2022-02-18 16:26:44,3.76,0.32,2.02,0.28,-2.60,0.11,5.21,0.32
2022-02-18 16:31:44,3.76,0.31,2.31,0.26,-3.76,0.13,5.50,0.30
2022-02-18 16:36:44,3.76,0.33,2.31,0.28,-5.50,0.20,5.78,0.32
2022-02-18 16:41:45,2.89,0.38,1.45,0.35,-7.52,0.28,3.76,0.36
2022-02-18 16:46:45,2.02,0.36,1.45,0.34,-8.39,0.28,3.18,0.31
2022-02-18 16:51:45,2.60,0.33,1.74,0.29,-8.39,0.22,3.47,0.28
2022-02-18 16:56:45,2.60,0.33,1.74,0.29,-9.83,0.25,4.05,0.26
2022-02-18 17:01:46,2.89,0.34,2.02,0.30,-10.99,0.29,3.76,0.27
2022-02-18 17:06:46,2.60,0.35,1.74,0.31,-11.57,0.29,3.47,0.27
2022-02-18 17:11:46,2.31,0.34,1.74,0.29,-12.44,0.26,2.89,0.24
2022-02-18 17:16:46,2.31,0.32,1.45,0.28,-12.73,0.26,2.02,0.23
2022-02-18 17:21:46,2.31,0.32,1.74,0.28,-13.30,0.27,2.02,0.23
2022-02-18 17:26:47,2.31,0.32,1.74,0.28,-14.17,0.29,1.74,0.22
2022-02-18 17:31:47,2.02,0.32,1.16,0.28,-14.75,0.31,0.29,0.20
2022-02-18 17:36:47,1.74,0.31,0.87,0.27,-15.04,0.28,-1.45,0.19
2022-02-18 17:41:47,1.45,0.27,0.87,0.24,-15.04,0.22,-3.18,0.14
2022-02-18 17:46:47,0.87,0.28,0.00,0.25,-14.75,0.16,-5.78,0.13
2022-02-18 17:51:48,0.29,0.28,-0.58,0.26,-14.17,0.11,-6.65,0.13
2022-02-18 17:56:48,0.00,0.29,-0.58,0.28,-14.46,0.10,-6.94,0.14
2022-02-18 18:01:49,-0.29,0.29,-0.58,0.27,-15.04,0.10,-6.94,0.11
2022-02-18 18:06:49,-0.58,0.28,-1.45,0.27,-15.62,0.08,-7.52,0.10
2022-02-18 18:11:50,-0.58,0.26,-1.16,0.25,-15.91,0.07,-8.68,0.07
2022-02-18 18:16:50,-0.58,0.25,-1.45,0.24,-15.91,0.02,-10.41,0.05
2022-02-18 18:21:51,-0.58,0.21,-1.74,0.20,-15.91,-0.03,-11.28,0.00
2022-02-18 18:26:51,-0.58,0.16,-2.31,0.16,-15.33,-0.08,-13.30,-0.07
2022-02-18 18:31:51,-0.58,0.13,-2.60,0.14,-15.33,-0.10,-13.88,-0.13
2022-02-18 18:36:51,-0.87,0.08,-2.89,0.10,-15.33,-0.11,-15.04,-0.20
2022-02-18 18:41:52,-0.87,0.05,-3.76,0.06,-15.33,-0.11,-16.78,-0.27
2022-02-18 18:46:52,-1.16,0.01,-3.76,0.03,-15.62,-0.10,-17.35,-0.32
2022-02-18 18:51:53,-1.16,-0.03,-4.05,-0.01,-15.62,-0.13,-17.93,-0.40
2022-02-18 18:56:53,-1.16,-0.08,-4.34,-0.05,-15.04,-0.16,-18.51,-0.45
2022-02-18 19:01:53,-1.16,-0.12,-4.63,-0.10,-14.46,-0.21,-19.09,-0.53
2022-02-18 19:06:53,-0.87,-0.16,-5.21,-0.13,-14.46,-0.23,-18.80,-0.59
2022-02-18 19:11:53,-0.87,-0.21,-5.21,-0.18,-14.17,-0.28,-18.51,-0.69
2022-02-18 19:16:53,-0.87,-0.26,-5.50,-0.22,-13.59,-0.31,-18.80,-0.77
2022-02-18 19:21:54,-0.87,-0.30,-5.78,-0.26,-13.02,0.03,-19.67,-0.82
2022-02-18 19:26:54,-1.16,-0.33,-6.07,-0.29,-13.02,0.01,-19.96,-0.87
2022-02-18 19:31:54,-1.16,-0.36,-6.65,-0.31,-12.73,0.00,-20.25,-0.91
2022-02-18 19:36:55,-1.16,-0.40,-6.94,-0.35,-13.30,0.01,-21.40,-0.96
2022-02-18 19:41:55,-1.16,-0.43,-6.94,-0.38,-12.73,0.01,-21.98,-0.97
2022-02-18 19:46:55,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 19:51:55,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 19:56:55,0.29,-41.53,-77.22,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 20:01:56,0.29,-39.90,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 20:06:56,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 20:11:57,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 20:16:57,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 20:21:58,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 20:26:58,0.00,-39.90,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 20:31:58,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 20:36:58,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 20:41:59,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 20:46:59,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 20:51:59,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 20:57:00,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 21:02:00,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 21:07:00,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 21:12:01,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 21:17:01,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 21:22:01,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 21:27:02,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 21:32:02,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 21:37:02,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 21:42:02,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 21:47:03,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 21:52:03,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 21:57:03,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 22:02:04,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 22:07:05,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 22:12:05,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 22:17:05,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 22:22:05,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 22:27:05,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 22:32:05,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 22:37:06,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 22:42:06,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 22:47:06,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 22:52:07,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 22:57:07,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 23:02:07,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 23:07:08,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 23:12:09,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 23:17:09,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 23:22:09,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
2022-02-18 23:27:09,0.00,-41.53,-76.94,-39.90,0.00,-39.90,-322.78,-35.61
