Timestamp,MON1 CL DDM (?A),Status,MON1 CL SDM (%),Status,MON1 CL RF (V),Status,MON1 DS DDM (?A),Status,MON1 DS SDM (%),Status,MON1 DS RF (V),Status,MON1 NF DDM (?A),Status,MON1 NF SDM (%),Status,MON1 NF RF (V),Status,MON1 CLR DDM (?A),Status,MON1 CLR SDM (%),Status,MON1 CLR RF (V),Status,MON1 DIFF FREQ (kHz),Status,MON1 TEST DDM (?A),Status,MON1 TEST SDM (%),Status,MON1 TEST RF (V),Status,MON1 SELF TEST (),Status,MON2 CL DDM (?A),Status,MON2 CL SDM (%),Status,MON2 CL RF (V),Status,MON2 DS DDM (?A),Status,MON2 DS SDM (%),Status,MON2 DS RF (V),Status,MON2 NF DDM (?A),Status,MON2 NF SDM (%),Status,MON2 NF RF (V),Status,MON2 CLR DDM (?A),Status,MON2 CLR SDM (%),Status,MON2 CLR RF (V),Status,MON2 DIFF FREQ (kHz),Status,MON2 TEST DDM (?A),Status,MON2 TEST SDM (%),Status,MON2 TEST RF (V),Status,MON2 SELF TEST (),Status
"2022-02-10 05:12:36,8"," 0,00", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,46", ,"80,14", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,06", ,"-59,00",a,"56,35",a," 1,53",a," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-0,87", ,"80,28", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 05:17:37,1"," 0,00", ,"80,21", ," 3,12", ,"-1,16", ,"80,21", ," 3,12", ,"-15,04", ,"80,14", ," 3,18", ,"-1,45", ,"79,33", ," 3,11", ,"15,06", ,"-26,32",a,"67,82", ," 3,05", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-15,33", ,"80,21", ," 3,15", ,"-1,74", ,"79,40", ," 3,08", ,"15,02", ," 0,00", ,"80,24", ," 3,05", ," 0,00", 
"2022-02-10 05:22:37,2"," 0,29", ,"80,21", ," 3,12", ,"-1,74", ,"80,21", ," 3,12", ,"-14,75", ,"80,14", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ," 0,00", ,"80,07", ," 3,05", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,75", ,"80,21", ," 3,15", ,"-1,74", ,"79,40", ," 3,08", ,"15,02", ,"-4,05", ,"79,30", ," 2,86", ," 0,00", 
"2022-02-10 05:27:37,9"," 0,00", ,"80,17", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,75", ,"80,11", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ,"-52,35",a,"56,42",a," 2,34", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-15,04", ,"80,21", ," 3,15", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ," 0,00", ,"80,24", ," 3,05", ," 0,00", 
"2022-02-10 05:32:38,3"," 0,00", ,"80,21", ," 3,12", ,"-1,16", ,"80,21", ," 3,12", ,"-14,75", ,"80,14", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,00", ," 1,16", ,"76,90", ," 2,62", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-0,87", ,"80,24", ," 3,09", ,"-14,75", ,"80,21", ," 3,15", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 05:37:38,4"," 0,00", ,"80,17", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,75", ,"80,11", ," 3,17", ,"-1,45", ,"79,30", ," 3,11", ,"15,06", ,"-42,23",a,"56,99",a," 1,53",a," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-0,87", ,"80,28", ," 3,09", ,"-14,75", ,"80,21", ," 3,15", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 05:42:39,0"," 0,00", ,"80,21", ," 3,12", ,"-1,16", ,"80,21", ," 3,12", ,"-14,75", ,"80,11", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ," 0,00", ,"80,04", ," 3,05", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,31", ," 3,09", ,"-15,04", ,"80,21", ," 3,15", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 05:47:39,4"," 0,00", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,75", ,"80,14", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,00", ,"-61,03",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-15,04", ,"80,21", ," 3,15", ,"-1,74", ,"79,40", ," 3,08", ,"15,02", ,"-1,74", ,"79,03", ," 3,05", ," 0,00", 
"2022-02-10 05:52:39,5"," 0,00", ,"80,17", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,75", ,"80,11", ," 3,17", ,"-1,45", ,"79,30", ," 3,11", ,"15,00", ,"-54,09",a,"55,34",a," 2,24", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-0,87", ,"80,28", ," 3,09", ,"-15,04", ,"80,21", ," 3,15", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ," 0,00", ,"80,24", ," 3,05", ," 0,00", 
"2022-02-10 05:57:40,1"," 0,00", ,"80,17", ," 3,12", ,"-1,16", ,"80,24", ," 3,12", ,"-14,75", ,"80,11", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,06", ,"-61,03",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-0,87", ,"80,28", ," 3,09", ,"-14,75", ,"80,21", ," 3,15", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-25,16",a,"72,14", ," 3,05", ," 0,00", 
"2022-02-10 06:02:40,6"," 0,00", ,"80,21", ," 3,12", ,"-1,16", ,"80,21", ," 3,12", ,"-14,75", ,"80,14", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ," 0,00", ,"80,04", ," 3,05", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-15,04", ,"80,21", ," 3,15", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-35,58",a,"63,30",a," 1,62",a," 0,00", 
"2022-02-10 06:07:41,2"," 0,00", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,75", ,"80,14", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ,"-4,05", ,"72,95", ," 3,05", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,75", ,"80,21", ," 3,14", ,"-2,02", ,"79,40", ," 3,08", ,"15,02", ," 0,00", ,"80,24", ," 3,05", ," 0,00", 
"2022-02-10 06:12:41,8"," 0,29", ,"80,17", ," 3,12", ,"-1,45", ,"80,24", ," 3,12", ,"-14,75", ,"80,07", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ,"-61,32",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,31", ," 3,09", ,"-15,04", ,"80,17", ," 3,15", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ," 0,00", ,"80,24", ," 3,05", ," 0,00", 
"2022-02-10 06:17:42,2"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,46", ,"80,14", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ," 0,00", ,"80,04", ," 3,05", ," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,75", ,"80,21", ," 3,14", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 06:22:42,6"," 0,29", ,"80,17", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,75", ,"80,14", ," 3,17", ,"-1,45", ,"79,30", ," 3,11", ,"15,04", ,"-61,32",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-0,87", ,"80,28", ," 3,09", ,"-14,75", ,"80,21", ," 3,14", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-4,05", ,"77,37", ," 3,05", ," 0,00", 
"2022-02-10 06:27:43,3"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,24", ," 3,12", ,"-14,46", ,"80,14", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ,"-61,03",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,31", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-57,27",a,"54,36",a," 1,72",a," 0,00", 
"2022-02-10 06:32:43,9"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,46", ,"80,11", ," 3,17", ,"-1,45", ,"79,30", ," 3,11", ,"15,02", ,"-11,28", ,"72,75", ," 2,24", ," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 06:37:44,6"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,46", ,"80,14", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ,"-0,29", ,"80,07", ," 3,05", ," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-2,02", ,"79,36", ," 3,08", ,"15,00", ,"-54,66",a,"57,36",a," 1,53",a," 0,00", 
"2022-02-10 06:42:44,9"," 0,29", ,"80,17", ," 3,12", ,"-1,16", ,"80,21", ," 3,12", ,"-14,46", ,"80,14", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,04", ,"-61,32",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-17,93", ,"65,80", ," 3,05", ," 0,00", 
"2022-02-10 06:47:45,4"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,46", ,"80,14", ," 3,17", ,"-1,45", ,"79,30", ," 3,11", ,"15,00", ," 0,00", ,"80,04", ," 3,05", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-2,02", ,"79,36", ," 3,08", ,"15,00", ,"-21,98",a,"67,79", ," 1,91",a," 0,00", 
"2022-02-10 06:52:46,3"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,46", ,"80,11", ," 3,17", ,"-1,45", ,"79,30", ," 3,11", ,"15,02", ," 0,00", ,"80,04", ," 3,05", ," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 06:57:46,6"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,46", ,"80,11", ," 3,17", ,"-1,45", ,"79,30", ," 3,11", ,"15,02", ,"-61,32",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-2,02", ,"79,36", ," 3,08", ,"15,00", ," 0,00", ,"80,24", ," 3,05", ," 0,00", 
"2022-02-10 07:02:47,1"," 0,00", ,"80,21", ," 3,12", ,"-1,16", ,"80,21", ," 3,12", ,"-14,46", ,"80,11", ," 3,17", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ,"-14,17", ,"75,75", ," 2,43", ," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-60,45",a,"54,36",a," 1,53",a," 0,00", 
"2022-02-10 07:07:47,5"," 0,29", ,"80,17", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,46", ,"80,14", ," 3,17", ,"-1,45", ,"79,30", ," 3,11", ,"15,04", ,"-57,27",a,"53,65",a," 1,77",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ,"-21,11", ,"75,01", ," 3,05", ," 0,00", 
"2022-02-10 07:12:47,3"," 0,00", ,"80,21", ," 3,12", ,"-1,16", ,"80,21", ," 3,12", ,"-14,46", ,"80,14", ," 3,17", ,"-1,74", ,"79,30", ," 3,11", ,"15,02", ,"-61,03",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 07:17:48,0"," 0,00", ,"80,21", ," 3,12", ,"-1,16", ,"80,21", ," 3,12", ,"-14,46", ,"80,14", ," 3,16", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ,"-40,49",a,"66,81", ," 1,76",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 07:22:48,1"," 0,29", ,"80,17", ," 3,12", ,"-1,16", ,"80,21", ," 3,12", ,"-14,17", ,"80,14", ," 3,16", ,"-1,74", ,"79,30", ," 3,11", ,"15,00", ,"-61,32",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-2,02", ,"79,40", ," 3,08", ,"15,02", ,"-60,74",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 07:27:48,7"," 0,29", ,"80,24", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,17", ,"80,11", ," 3,16", ,"-1,45", ,"79,30", ," 3,11", ,"15,04", ,"-4,05", ,"76,29", ," 2,53", ," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-0,87", ,"80,28", ," 3,09", ,"-14,46", ,"80,21", ," 3,14", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,63",a," 1,53",a," 0,00", 
"2022-02-10 07:32:49,1"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,17", ,"80,14", ," 3,16", ,"-1,45", ,"79,30", ," 3,11", ,"15,02", ,"-56,98",a,"53,65",a," 1,67",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,17", ,"80,21", ," 3,14", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ,"-16,78", ,"74,98", ," 3,05", ," 0,00", 
"2022-02-10 07:37:49,2"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,17", ,"80,14", ," 3,16", ,"-1,45", ,"79,33", ," 3,11", ,"15,04", ,"-28,06",a,"67,79", ," 3,05", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-0,87", ,"80,28", ," 3,09", ,"-14,17", ,"80,21", ," 3,13", ,"-1,74", ,"79,40", ," 3,08", ,"15,02", ," 0,00", ,"80,24", ," 3,05", ," 0,00", 
"2022-02-10 07:42:49,9"," 0,00", ,"80,21", ," 3,12", ,"-1,16", ,"80,21", ," 3,12", ,"-14,75", ,"80,11", ," 3,16", ,"-1,45", ,"79,33", ," 3,11", ,"15,00", ,"-61,03",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,24", ," 3,09", ,"-14,75", ,"80,21", ," 3,14", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-28,63",a,"59,62",a," 2,77", ," 0,00", 
"2022-02-10 07:47:50,5"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,46", ,"80,04", ," 3,16", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ,"-61,32",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,75", ,"80,21", ," 3,14", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 07:52:50,6"," 0,29", ,"80,17", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,17", ,"80,11", ," 3,16", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ,"-61,32",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,31", ," 3,09", ,"-14,17", ,"80,21", ," 3,13", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-67,10",a,"55,04",a," 2,01", ," 0,00", 
"2022-02-10 07:57:51,3"," 0,00", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-14,17", ,"80,14", ," 3,15", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ,"-61,61",a,"53,89",a," 1,53",a," 0,00", ,"-0,29", ,"80,38", ," 3,14", ,"-0,87", ,"80,31", ," 3,09", ,"-14,17", ,"80,21", ," 3,13", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-60,74",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 08:02:51,9"," 0,00", ,"80,24", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-13,88", ,"80,11", ," 3,15", ,"-1,45", ,"79,30", ," 3,11", ,"15,00", ,"-3,47", ,"78,32", ," 2,72", ," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-13,88", ,"80,21", ," 3,13", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-57,85",a,"55,47",a," 1,53",a," 0,00", 
"2022-02-10 08:07:52,6"," 0,29", ,"80,21", ," 3,12", ,"-1,74", ,"80,21", ," 3,12", ,"-13,88", ,"80,14", ," 3,15", ,"-1,45", ,"79,33", ," 3,11", ,"15,00", ," 0,00", ,"80,07", ," 3,05", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-0,87", ,"80,28", ," 3,09", ,"-13,88", ,"80,21", ," 3,12", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ," 0,29", ,"80,24", ," 3,05", ," 0,00", 
"2022-02-10 08:12:53,0"," 0,00", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-13,88", ,"80,11", ," 3,15", ,"-1,45", ,"79,33", ," 3,11", ,"15,04", ,"-61,03",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-13,88", ,"80,21", ," 3,12", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 08:17:53,3"," 0,00", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-13,88", ,"80,14", ," 3,15", ,"-1,45", ,"79,30", ," 3,11", ,"15,04", ," 0,00", ,"80,04", ," 3,05", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-13,88", ,"80,21", ," 3,12", ,"-1,74", ,"79,40", ," 3,08", ,"15,00", ," 0,00", ,"80,24", ," 3,05", ," 0,00", 
"2022-02-10 08:22:54,0"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-13,59", ,"80,14", ," 3,14", ,"-1,45", ,"79,33", ," 3,11", ,"15,02", ,"-57,56",a,"62,43",a," 2,81", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,31", ," 3,09", ,"-13,59", ,"80,21", ," 3,12", ,"-2,02", ,"79,40", ," 3,08", ,"15,02", ," 0,00", ,"80,24", ," 3,05", ," 0,00", 
"2022-02-10 08:27:54,4"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-13,59", ,"80,14", ," 3,14", ,"-1,45", ,"79,30", ," 3,11", ,"15,02", ,"-28,34",a,"72,35", ," 2,15", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-13,59", ,"80,21", ," 3,12", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 08:32:55,0"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-13,59", ,"80,14", ," 3,14", ,"-1,45", ,"79,33", ," 3,11", ,"15,00", ," 0,00", ,"80,07", ," 3,05", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-0,87", ,"80,28", ," 3,09", ,"-13,59", ,"80,21", ," 3,12", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ,"-7,81", ,"76,29", ," 2,48", ," 0,00", 
"2022-02-10 08:37:55,7"," 0,00", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-13,59", ,"80,14", ," 3,14", ,"-1,45", ,"79,33", ," 3,11", ,"15,04", ,"-3,76", ,"79,70", ," 3,05", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-13,59", ,"80,21", ," 3,12", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ," 0,00", ,"80,24", ," 3,05", ," 0,00", 
"2022-02-10 08:42:56,1"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-13,59", ,"80,11", ," 3,14", ,"-1,45", ,"79,33", ," 3,11", ,"15,00", ,"-63,05",a,"54,63",a," 1,53",a," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-13,59", ,"80,21", ," 3,12", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 08:47:56,7"," 0,00", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-13,88", ,"80,14", ," 3,14", ,"-1,74", ,"79,33", ," 3,11", ,"15,02", ," 0,00", ,"80,04", ," 3,00", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-14,17", ,"80,21", ," 3,12", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ,"-52,93",a,"57,53",a," 1,53",a," 0,00", 
"2022-02-10 08:52:57,4"," 0,29", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-13,30", ,"80,14", ," 3,14", ,"-1,74", ,"79,33", ," 3,11", ,"15,00", ," 0,00", ,"80,07", ," 3,05", ," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,31", ," 3,09", ,"-13,59", ,"80,21", ," 3,11", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ," 0,00", ,"80,24", ," 3,05", ," 0,00", 
"2022-02-10 08:57:57,8"," 0,29", ,"80,17", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-13,30", ,"80,14", ," 3,13", ,"-1,74", ,"79,33", ," 3,11", ,"15,02", ,"-61,32",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-13,30", ,"80,21", ," 3,11", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 09:02:57,9"," 0,00", ,"80,21", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-13,02", ,"80,11", ," 3,13", ,"-1,74", ,"79,30", ," 3,11", ,"15,02", ,"-61,03",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-13,02", ,"80,21", ," 3,10", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ,"-54,38",a,"55,68",a," 2,29", ," 0,00", 
"2022-02-10 09:07:58,0"," 0,00", ,"80,17", ," 3,12", ,"-1,45", ,"80,21", ," 3,12", ,"-12,44", ,"80,11", ," 3,12", ,"-1,74", ,"79,30", ," 3,11", ,"15,00", ,"-60,16",a,"53,96",a," 1,86",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-12,73", ,"80,21", ," 3,10", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ,"-8,39", ,"75,96", ," 3,05", ," 0,00", 
"2022-02-10 09:12:58,6"," 0,00", ,"80,21", ," 3,12", ,"-1,16", ,"80,21", ," 3,12", ,"-12,15", ,"80,14", ," 3,12", ,"-1,74", ,"79,33", ," 3,11", ,"15,02", ,"-61,03",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-12,44", ,"80,21", ," 3,09", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ,"-61,03",a,"54,12",a," 1,53",a," 0,00", 
"2022-02-10 09:17:58,7"," 0,00", ,"80,21", ," 3,12", ,"-1,16", ,"80,21", ," 3,12", ,"-12,15", ,"80,14", ," 3,12", ,"-1,74", ,"79,30", ," 3,11", ,"15,04", ,"-61,03",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,41", ," 3,14", ,"-1,16", ,"80,31", ," 3,09", ,"-12,15", ,"80,21", ," 3,09", ,"-2,02", ,"79,36", ," 3,08", ,"15,00", ,"-32,10",a,"63,94",a," 2,96", ," 0,00", 
"2022-02-10 09:22:59,4"," 0,29", ,"80,21", ," 3,12", ,"-1,16", ,"80,21", ," 3,12", ,"-11,86", ,"80,14", ," 3,11", ,"-1,74", ,"79,30", ," 3,11", ,"15,02", ,"-61,32",a,"53,69",a," 1,53",a," 0,00", ," 0,00", ,"80,38", ," 3,14", ,"-1,16", ,"80,28", ," 3,09", ,"-12,15", ,"80,21", ," 3,09", ,"-2,02", ,"79,40", ," 3,08", ,"15,00", ,"-60,74",a,"54,12",a," 1,53",a," 0,00", 
